yang	which
dipindah	moved
dipindai	scanned
Dipublikasi	Published
diputar	played
dir	
direct	direct
directaccessVmobile	directaccessVmobile
directory	directory
direkkomendasikan	recommended
direkkommendasikan	recommended
direkommendasikan	recommended
direktori	directory
disabilities	disabilities
disability	disability
disable	disable
disabled	disabled
Disabling	Disabling
disallow	disallow
disallowed	disallowed
disappear	disappear
disc	disc
discovery	discovery
discovrey	discovery
discs	discs
discs	CD discs
disela	interrupted
diselesaikan'Terjadi	resolved'Occurred
disematkan	pinned
disk	disk
disk'Defragmentasi	disk'Defragmentation
Disket	Diskette
DiskFThe	DiskFThe
diskpThe	diskpThe
disks	disks
display	display
displayed	displayed
displayport	displayport
displays	displays
distributed	distributed
ditandai	tagged
DitemukanwTidak	Found wNot
DitolakJAnda	RejectedWife
DitolakNAnda	RejectedNAnda
diunduh	downloaded
divices	divisions
divicse	divice
divises	divisions
Djumlah	Total
DLNA	DLNA
dma	dma
dNama	dName
dns	dns
do	do
dock	dock
document	document
documents	documents
does	does
doesn't	doesn't
dok	doc
dollars	dollars
domain	domain
domian	domian
don't	don't
dot	dot
dots	dots
double	double
doubleclick	doubleclick
down	down
download	download
DownloadÐThe	DownloadÐThe
downloaded	downloaded
downloading	downloading
downloads	downloads
đpemulihan	đrecovery
Dperiksa	Checked
dpi	dpi
DPMI	DPMI
drag	drag
DRAGDROP	DRAGDROP
drive	drive
drivebWindows	drivebWindows
DriveFormat	Drive'Format
drivefWindows	drivefWindows
drivenWindows	drivenWindows
drivepThere	drivepThere
driver	driver
drivers	drivers
drives	drives
drivevWindows	drivevWindows
driveWindows	drive–Windows
driveWWindows	driveWWindows
drop	drop
Dsambungkan	Connect
dsk	dsk
dsl	dsl
Dspaces	Dspaces
dst	etc.
dThis	dThis
due	due
duplicate	duplicate
during	during
dvd	dvd
DVD	DVD DVD
dvi	dvi
DWindows	DWindows
dwonload	download
dx	dx
DYou'll	DYou'll
e	e
ea	ea
each	each
earlier	earlier
ease	ease
easier	easier
easy	easy
Ebandingkan	Compare
Ēbatal	Cancel
ebip	@ebip
ecxeption	exception
edge	edge
edit	edit
edited	edited
edition	edition
editor	editor
edits	edits
EDo	EDo
effect	effect
effects	effects
efficiently	efficiently
either	either
ejaan	spelling
Eject	Eject
Ěkredensial	Credentials
eksentensi	extensi
ekstensi	extension
ekstra	extra
elevasi	elevation
elevations	elevations
email	email
embed	embed
empaired	empaired
empty	empty
EMS	EMS
emulasi	emulation
emulation	emulation
enable	enable
enables	enables
encode	encode
encoding	encoding
Encrypt	Encrypt
encrypted	encrypted
Encrypting	Encrypting
encryption	encryption
end	end
energi	energy
energy	energy
eNetwork	eNetwork
engine	engine
english	english
enhance	enhance
enhanced	enhanced
enkripsi	encryption
Enkripsikan	Encrypt
enlarge	enlarge
enough	enough
enter	enter
entire	entire
environment	environment
envvar	environment
erase	erase
erased	erased
error	error
Error	Error Completed
ErrorBAn	ErrorBAn
errors	errors
Estimasi	Estimate
esudut	@sudut
ethernet	ethernet
etidak	no
Ètulisan	Writing
eudcedit	eudcedit
euro	euro
euros	euros
EventID	EventID
events	events
eventviewer	eventviewer
eWindows	eWindows
example	example
exceeded	exceeded
exception	exception
Exchange	Exchange
exclude	exclude
exe	exe
Execute	Execute
exeption	exception
exist	exist
existing	existing
exists	exists
exit	exit
Expand	Expand
Expanded	Expanded
expected	expected
expires	expires
explorer	explorer
ExplorerBWindows	ExplorerBWindows
Export	Export
extended	extended
extension	extension
extensions	extensions
extentions	extensions
external	external
Extra	Extra
Extract	Extract
eye	eye
eyesight	eyesight
f	f
F'	F'
factory	factory
fade	fade
fading	fading
failed	failed
fakun	fakun
Family	Family
fan	fan
FAnda	You
fAplikasi	fApplication
fast	fast
faster	faster
fat	fat
FataleMenu	FataleMenu
faunt	faunt
favorit	favorite
Favorite	Favorite
Favorites	Favorites
Faxes	Faxes
fdisc	fdisc
fdisk	fdisk
feature	feature
features	features
feed	feed
feedback	feedback
feet	feet
feild	field
few	few
ff	ff
Fi	Fee
field	field
filcks	filcks
file	file
File	Workgroup Files
fileCYou'll	fileCYou'll
fileDYou'll	fileDYou'll
filenya	the file
files	files
FilesñProfil	FilesñProfile
filetype	filetype
fill	fill
filter	filter
filtering	filtering
filterkeys	filterkeys
finalized	finalized
find	find
finder	finder
finding	finding
Finds	Finds
finger	finger
finish	finish
fire	fire
firewall	firewall
firewalled	firewalled
firmware	firmware
first	first
firwall	firewall
fit	fit
fitur	feature
fix	fix
fixed	fixed
fixes	fixes
fixing	fixing
fkunci	flock
flash	flash
flashing	flashing
flat	flat
fldr	fldr
flicks	flicks
flight	flight
flik	movie
flip	flip
Floppy	Floppy
FMembuat	FMembua
Fmemori	Fmemori
FMenambah	FMenad
FMenampilkan	FMeve
folde	folde
folder	folder
folder's	folder's
folder'The	folder'The
folder’s	folder's
FolderBThis	FolderBThis
folderCYou'll	folderCYou'll
folders	folders
FolderTApakah	What is the folder?
FolderwAnda	Your Folder
follow	follow
following	following
fon	font
fonetik	phonetics
font	font
fonts	fonts
foot	foot
for	for
foreign	foreign
forget	forget
forgotten	forgotten
format	format
formated	formatted
formating	formatting
formatted	formatted
formatting	formatting
fotografi	photography
found	found
fount	fount
four	four
FPC	FPC
Fpemberitahuan	Fnotification
Fperangkat	Fdevice
fpx	fpx
free	free
Freecell	Freecell
freezes	freezes
freezing	freezing
french	french
frequency	frequency
frequently	frequently
frewall	freewall
from	from
frozen	frozen
FThe	FThe
fThere	fThere
ftingkat	flevel
FTP	FTP
full	full
fullstop	fullstop
fully	fully
fun	fun
function	function
fungsikan	function
fuzzy	fuzzy
fwarna	fcolor
FYour	FYour
G	G
gadget	gadget
gadgets	gadgets
GAgar	GAGAR
galileo	galileo
game	game
games	games
gamma	gamma
gamut	gamut
GantiBGanti	ChangeBChange
GantiFGanti	ChangeFChange
GB	GB
general	general
Generic	Generic
genggam	hold
geo	geo
geografic	geographic
geografik	geographical
geografis	geographical
geographic	geographic
german	german
geser	swipe
gestures	gestures
get	get
gets	gets
getting	getting
gif	gif
giga	giga
gigabyte	gigabyte
gigabytes	gigabytes
gigs	gigs
gJika	gIf
global	global
glonass	glonass
gnss	gnss
go	go
gone	gone
ĝpengaman	ĝsecurity
ġperlahan	slow down
gpilih	gpick
Gpindai	Gpindai
gps	gps
Grace	Grace
grafis	graphic
graphics	graphics
graphs	graphs
greater	greater
ground	ground
group	group
grouping	grouping
groups	groups
grup	group
GrupRumah	GrupRumah
gScan	gScan
GSM	GSM
gSome	gSome
guard	guard
GUbah	Change
Gulirkan	Scroll
gUse	gUse
half	half
halus	smooth
Haluskan	Smooth
hand	hand
handed	handed
hander	hander
handheld	handheld
handle	handle
handrighting	handwriting
handset	handset
handsets	handsets
handwriting	handwriting
hang	hang
hanging	hanging
hangul	hangul
happen	happen
hapusfIni	deleteThis
HapusRPindahkan	DeleteRMove
HapussMemindahkan	DeleteMove
hard	hard
harddisk	hard disk
harddrive	hard drive
hardware	hardware
hardwear	hardwear
harm	harm
harmful	harmful
has	has
have	have
HD	HD
hdmi	hdmi
hdw	hdw
headphone	headphones
headset	headset
headsets	headsets
healthy	healthy
hear	hear
hearing	hearing
help	help
helps	helps
here	here
HFailed	HFailed
hFix	hFix
Hgerak	Hgerat
hh	hey
hi	hi
hibernasi	hibernate
hibernate	hibernate
hibernates	hibernates
hibernating	hibernating
hibernation	hibernation
hidden	hidden
hide	hide
high	high
highest	highest
hilangkan	remove
hindi	Hindi
hingga	to
history	history
HJika	HIf
Hlocker	Hlocker
Hlog	Hlog
HMemperbesar	HZoom in
HMenampilkan	HShow
hold	hold
home	home
homegroup	homegroup
homegroupBefore	homegroupŒBefore
homepage	homepage
host	host
hosts	hosts
hour	hour
hours	hours
how	how
howmuch	howmuch
Hpergerakan	Hmovement
hr	hr
href	href
hs	hs
htitik	htitik
htm	htm
HTML	HTML
hub	contact
hung	hang
IAnda	You
ÏAnda	You
IChanges	IChanges
icl	icl
ico	ico
icon	icon
icons	icons
id	id
Identifier	Identifier
Identifikasikan	Identify
Ìdiperluas	Ìexpanded
ie	ie
if	if
ifc	ifc
Iinternet	Internet
ikon	icon
IKosongkan	IEmpty
image	image
images	images
Imaging	Imaging
ime	im
IMEI	IMEI
iMembacakan	iReading
imes	imes
impaired	impaired
imparied	impaired
import	import
imported	imported
improve	improve
improvement	improvement
IMSI	IMSI
in	in
inactive	inactive
inch	inch
inches	inches
include	include
included	included
including	including
incompatible	incompatible
incomplete	incomplete
incramental	incremental
increase	increase
incremental	incremental
indeks	index
index	index
indexing	indexing
inet	internet
INF	INF
INF Properties	INF Properties
infection	infection
info	info
InfoBarRSome	InfoBarRSome
informase	information
informatien	information
information	information
infra	infra
infrared	infrared
inggris	English
ini	This is Custom
iniAAnda	thisisyou
iniCAnda	thisisYou
iniCSebelum	thisCBefore
iniDAnda	thisAndYou
iniEAnda	thisEAnda
inieKami	thisisus
iniESimpan	thisisSave
iniFAnda	thisFYou
inifSinkronkan	inifSync
iniIAnda	thisIYou
inisiator	initiator
iniThis	this“This
iniuKami	thisisus
ink	ink
input	input
ins	ins
insert	insert
instal	install
instalan	installation
install	install
installation	installation
installed	installed
installing	installing
installs	installs
Instead	Instead
instructions	instructions
instrument	instrument
intel	intel
interactively	interactively
interface	interface
internal	internal
international	international
internet	internet
internet	internet calculate
Internet'Urutkan	Internet'Sort
InternetPeriksa	Internet˜Check
internetsharing	internetsharing
into	into
intranet	intranet
intrnet	internet
intsall	intsall
invalid	invalid
invisible	invisible
invitations	invitations
invite	invite
inviting	inviting
invoke	invoke
ip	ip
ïpenyesuaian	ïadjustment
IPilihlah	IChoose
IPv	IPv
IrDA	IrDA
is	is
Isaya	Isaiah
iscsi	iscsi
ISDN	ISDN
ìsembunyikan	hide
isentuh	touch
ISesuaikan	Customize
isi	fill
Isian	Stuffing
isinyavKetika	its contents vWhen
isn't	isn't
isn’t	isn't
istimea	istimea
it	it
it's	it's
ITampilkan	Show
item	item
itemAMenggunakan	itemAUse
items	items
iterlarang	iterlang
iThere	iThere
its	its
iup	
Iwindows	Iwindows
J	J
jA	jA
jack	jack
Jadwalkan	Schedule
jalan	street
jalur	path
jam	clock 
ĵAnda	You
japanese	Japanese
jarignan	jarignan
jaringan	network
jaringanGMembuat	networkGMembuat
jaringen	network
jbawa	jbawa
JCari	JCari
JDisplays	JDisplays
jek	jack
jeksternal	jeksternal
jen	jen
jentikan	flick
jepang	Japan
jerman	Germany
jet	jet
jfif	jfif
JNo	JNo
join	join
joystick	joystick
jpe	jpe
jpeg	jpeg
jpengaturan	jsettings
jpg	jpg
jpg^Images	jpg^Images
JTidak	JNo
judul	title
jum	Friday
jumlah	total
K	K
ka	you
kaat	kaat
kaki	feet
kalender	calendar
kalibrasi	calibration
kaligrafi	calligraphy
kalkulator	calculator
Kalkulator	CD@ Calculator
kamara	camera
kamra	camera
kan	right Ctrl
karakter	character
kartun	cartoon
KB	KB
KB	KB 
kbar	kbar
KDo	KDo
ke	to Download
ke	to Move
keamanan	security
keamanan'Ubah	peace'Change
KeamananThe	PeaceŠThe
keandalan	reliability
kebyjakan	politics
kecacatan	disability
Kecocokan	Match
kedip	wink
keep	keep
keeping	keeping
kehilangan	lost
kejelasan	clarity
kekaburan	ambiguity
kelebaran	width
KelolaGKelola	ManageGManage
Kelompokkan	Group
Keluarkan'Bakar	Remove 'Burn@'
Keluarlah	Get out
Kemba	Kemba
kembali	back
kemudahan	convenience
kenali	get to know
kerahasiaan	confidentiality
KeranjangŇ	BasketŇ
kestabilan	stability
ketebalan	thickness
ketepatan	accuracy
keterbacaan	readability
Ketersediaan	Availability
ketidakmampuan	inability
ketuk	tap
ketulian	deafness
key	key
keyboard	keyboard
keyboards	keyboards
keyborads	keyboards
keybord	keyboard
keypad	keyboard
keys	keys
Ki	@Ki
kilo	kilo
kilobyte	kilobyte
kilometer	kilometer
kilometers	kilometers
kilometres	kilometers
kilos	kilos
kisipA	kisipA
kita	we
Kjaringan	Network
Klip	Clip
km	km
kMenampilkan	kShowing
KMenyimpan	KSave
know	know
known	known
kognitif	cognitive
kolom	column
kombo	combo
kompatabel	compatible
komposisi	composition
kompuer	computer
komputer'Aktifkan	computer'Activate
komputerºAnda	your computer
konektivitas	connectivity
konfig	config
konfigurasikan	configure
konfirmasi	confirm
konflik	conflict
konflik	conflict 
konten	content
kontennya	the content
kontras	contrast
kontrol	control
KOrang	YOU
korea	Korea
korean	Korean
korektif	corrective
kosong	empty Video
kosong'Sembunyikan	empty'Hide
kosongkan	empty
Kperbaiki	Fix it
kredensial	credentials
kriteria	criteria
Ksertifikat	Certificate
KThis	KThis
kuesionner	questionnaire
kursor	cursor
KursorTidak	CursorŸNo
Kustom	Custom
l	l
laar	no way
label	label
labels	labels
laditude	laditude
lai	another
laman	page
lampiran	attachment
lan	and
lanch	lunch
landscape	landscape
langpack	langpack
langs	
language	language
languages	languages
Lanj	Next
lanjut	continue
lanjutan	extension
lanskap	landscape
laptop	laptop
large	large
larger	larger
laser	laser
Lassociate	Associate
last	last
later	later
latest	latest
Latih	Practice
latitude	latitude
launch	launch
launches	launches
laya	@laya
layaar	@layaar
Layanan	Solitaire@ service
layer	layer
layout	layout
layr	@layr
lbs	lbs
Lbuiltin	Lbuiltin
lcd	lcd
learn	learn
learning	learning
left	left
lefty	lefty
legacy	legacy
legally	legally
legibility	legibility
legible	legible
lema	@lema
lenovo	lenovo
lepaskan	let go
less	less
lessons	lessons
let	let
letter	letter
letters	letters
level	level
Lewati	Skip
Lewatkan	Skip
Lgigabyte	Lgigabyte
libraries	libraries
library	library
licensing	licensing
lid	lid
life	life
light	light
lighting	lighting
likan	Ctrl
like	like
limited	limited
line	line
lines	lines
lingkup	scope
link	link
links	links
Lisensi	License
list	list
listen	listen
lite	lite
live	live
liveidvperangkat	liveidvdevice
lketidakmampuan	Inability
lmah	@home
ľnavigasi	navigation
lnk	lnk
lnkb	lnkb
loads	loads
local	local
locale	locale
localisation	localization
localised	localized
locality	locality
localization	localization
localized	localized
locate	locate
locating	locating
location	location
location	location Copy
locations	locations
lock	lock
locked	locked
Locked	Locked Suspended
locker	locker
log	log
login	login
logo	logo
logoff	log off
logon	login
logout	logout
logs	logs
Lokal	Local Drive
lokalisasi	localization
lokasiAUbah	locationAUChange
lokasikan	locate
lokasinya	location
long	long
LongÅThe	LongÅThe
longer	longer
longetude	longetude
longitude	longitude
look	look
looks	looks
lose	lose
loss	loss
lost	lost
lot	lot
louder	louder
low	low
lower	lower
lowest	lowest
ls	ls
LTE	LTE
LUA	LUA
Lucida	Lucida
luncur	glide
Luncurkan	Launch
luring	offline
luringYPutuskan	offlineYDisconnect
lX	lX
lyar	@lyar
lYour	Your
machine	machine
Macintosh	Macintosh
made	made
Magneto	Magneto
magnification	magnification
magnified	magnified
magnifying	magnifying
mail	email
Mail	Mail Licensing
maintain	maintain
maintenance	maintenance
Maju	Forward
make	make
maker	maker
Makes	Makes
Maksesibilitas	Maximality
maksimalkan	maximize
makurasi	@makurasi
malware	malware
mampatkan	compress
managar	@manager
manage	manage
managed	managed
management	management
manager	manager
manages	manages
managing	managing
managment	management
manajar	teach
manajemen	management
manajer	manager
manajmen	management
manajment	management
Manakah	Where is it?
manapun	anywhere
mandarin	mandarin
maneger	manager
manejer	manager
manifestVersion	manifestVersion
manner	manner
manufacturer	manufacturer
many	many
mapping	mapping
mark	mark
Mass	Mass
Massa	Mass
Master	Master
Mastered	Mastered
masukan	input
maximize	maximize
maximum	maximum
may	may
maya	virtual
MB	MB
MB	MB 
mbb	mbb
Me	Me
measurements	measurements
media	media
mediaEMemutuskan	mediaEDecide
mediaHPindai	mediaHPindai
mediasharing	mediasharing
mediastreaming	mediastreaming
Medium	Medium
meet	meet
mega	mega
megabyte	megabyte
megabytes	megabytes
megs	megs
mekarkan	bloom
melabelinya	label it
melalui	via
melebihi	beyond
meletakkannya	put it
melokasikan	locate
memasukkannya	insert it
Membacakan	Reading
Membalik	Flipping
membesarkan	enlarge
memblokir	block
memerintah	rule
Memetakan	Mapping
memformat	formatting
memformatnya	format it
memiliki	have
memindai	scan
memori	memory
memory	memory
Memperbesar	Zoom in
memprediksi	predict
memproses	process
memuat	loading
memudar	fade
Memutar	Rotate
menaik	ascending
menampilkan	show
mendaur	recycle
mendiagnosis	diagnose
menempel	stick
menerapkan	apply
menerima	receive
mengacu	referring to
mengakomodasi	accommodate
mengaktifkannya	activate it
menganalisis	analyze
menganaliss	analyze
mengedit	edit
mengeditnya	edit it
mengelompokkan	group
mengeluarkanThis	issue˜This
mengendalikan	handle
mengetik	typing
menghemat	save
Menginisialisasi	Initializing
menginstal	install
mengklik	clicking
mengkonfigurasi	configure
mengocok	shake
mengontrol	control
mengunggah	upload
mengurutkan	sort
menjadwalkan	schedule
Menjeda	Pause
menjedanya	pause it
menonaktifkan	deactivate
menonaktifkannya	deactivate it
menu	menu
menunjuk	pointing
menus	menu
menyalinnya	copy it
Menyambung	Connecting
