'tween	在中間
unrealizable	難到達的
unreason	不合理
unreasonably	無節制地
unreassuring	令人不安的
unreciprocated	未答復的
unrecognisable	不能辨認的
unrecognised	未被認識的
unrecognizably	不能辨認的
unreconcilable	不能和解的反對者
unreel	抽出
unreformable	不可恢復的
unregenerated	靈魂未得再生的
unregularity	不規則
unreliableness	不可靠
unreliably	不忠實地
unremarkably	正規地
unrepentantly	不知悔改地
unreplaceable	不能調換的
unreproducibly	無法仿效地
unresistant	有義務的
unresolvable	不能溶解的
unresponsiveness	死
unrestrainedly	沒有抑制的
unretentive	健忘的
unretrievable	不能挽回的
unrighteously	不義的
unromantically	平淡無奇的
unsaleable	賣不掉的
unsanctification	瀆神
unsanctified	褻瀆
unsanded	生的
unsated	未得到滿足的
unsatiably	不知足地
unsatiated	未得到滿足的
unsatisfying	使失望的
unsavoury	沒有味道的
unsealed	無常的
unseamed	無縫合線的
unseasonableness	不合時宜
unsectarian	無宗派的
unsecured bond	公司債券
unseeable	看不見的
unsentimentally	不感情用事的
unservile	不柔順的
unsex	殺菌
unshackled	被除去腳鐐的
unshaved	未修面的
unsheared	未修剪的
unsheathed	使赤裸
unshockable	心胸開闊的
unshoed	未穿靴的
unshrinking	不閃爍的
unsimilarity	不同
unslaked lime	生石灰
unsloped	垂直
unsmilingly	無微笑的
unsmooth	高低不平的地面
unsnarling	解開糾結
unsociably	不愛交際的
unsoluble	不能溶解的
unsolvability	不溶性
unsounded	深淵
unsown	未播種的
unspecialised	非專門化的
unspoilt	好
unsportingly	不光明正大的
unstableness	不安定
unstimulating	不令人興奮激動的
unstrain	使鬆弛
unstuck	未完成的
unstylish	不流行的
unsubdivided	單一體
unsubduable	不屈服的
unsubtle	寬闊部分
unsuccessful person	失敗
unsufferable	不可忍受的
unsufferably	不能忍受地
unsuitableness	不相稱
unsurmountable	不能克服的
unsusceptibility	免疫
unsweet	無甜味的
unsymmetric	非對稱的
unsymmetrically	不均勻的
unsystematically	無組織的
untactful	無機智的
untagged	沒有標簽的
untalkative	無言的
untangling	解開糾結
untellable	不能下定義的
untempting	不動人的
unthaw	分解
unthinkably	不能想像地
unthought-of	預料之外的
unthoughtfulness	欠考慮
unthreatening	善意的
untied	被除去腳鐐的
untier	開啟者
until now	到目前為止
untired	不疲倦的
untoughened	投標
untracked	無路的
untransmutable	不能交換的
untruly	不真實的
untrusting	機敏的
untrusty	不能信賴的
untune	翻倒
untuneful	不和諧的
ununderstandably	無法理解地
unuseable	無用的
unusefulness	無用
unusual person	異常的人或物
unuttered	不明說的
unvaned	未成熟的
unvanquishable	不能征服的
unveiling	介紹
unvendible	不能出售的
unverbalised	不明說的
unverbalized	不明說的
unvoluntary	自然而然的
unwantedly	不合意地
unwarmed	未加熱的
unwarrantably	無正當理由的
unwedded	未婚的
unwelcome guest	猛擊
unwelcome person	不受歡迎的人
unwellness	疾病
unwholesomeness	病態
unwisely	愚蠢地
unwiseness	愚蠢
unwished-for	不受歡迎的
unwontedly	不尋常的
unwooded	無樹木的
unyieldingness	冷酷無情
up-and-coming	精力充沛的
up-to-date	最近的
up-to-dateness	通貨
up-to-the-minute	最新的
up here	這裡
up on	並肩地
up the stairs	樓上
upbraider	責難者
upbraiding	申斥
upending	倒轉
upmost	最高的
upper-case letter	首都
upper balcony	全體家人
upper berth	鞋幫
upper jaw	顎骨
upper jawbone	顎骨
upper limit	極點
upper side	頂部
uppishly	充紳士氣派的
uprise	引起
uprooter	破壞者
upside-down	反向的
upstair	樓上
upthrow	舉起
upturned	翻倒
uranalysis	尿分析
uraninite	瀝青鈾礦
uranologist	天文學家
uranology	天文學
urarthritis	味
urban center	城市
urban sprawl	集合城市
urbanisation	都市化
urbanise	使都市化
Urex	四氮六甲圜
urge on	愉快
urging	刺棒
urinary calculus	腎結石
urinary incontinence	遺尿
uriniferous tubule	腎單位
urodele	有尾的
urogenital medicine	泌尿學
Ursus arctos	布倫熊
Ursus arctos horribilis	略為灰色的
Ursus horribilis	略為灰色的
Ursus Maritimus	北極熊
urticate	蕁麻
Uruguayan peso	比索
use of goods and services	消費
useable	功能的
useableness	有用性
usher out	解散
using	開發
using up	消費
uterine cervix	頸部
uterine tube	輸卵管
utilisation	使用
utilise	使用
utility-grade	公用程式
utility program	公用程式
utriculus	小囊
utterer	說的人
utterness	嚴厲
Uvularia grandiflora	矢車菊
V-1	飛彈
V.P.	副董事長
vacation spot	運動場
vaccina	牛痘
vaccinum	疫苗
vacillator	猶豫不決的人
vacuolate	有液泡的
vacuum-clean	真空
vade mecum	手冊
vaginal birth	分娩
vagus nerve	迷走神經
valance board	飛簷
valedictory address	告別
valedictory oration	告別
valedictory speaker	致告別辭者
valency	價
valet de chambre	僕役
valetudinary	病弱的人
valiance	英雄品質
validating	旁系親屬
validatory	旁系親屬
Valium	鎮靜安眠藥
valorousness	英雄品質
valour	英雄品質
valuate	尺寸
valuation account	補貼
valuation reserve	補貼
value-system	道德規範
value orientation	道德規範
vamp up	鞋面#蕩婦
vamper	妖嬌女性
vandalise	摧殘
vandyke beard	鋸齒狀飾邊
vaned	羽毛豐滿的
Vangueria infausta	枸杞
vanilla extract	香草
vanishing cream	雪花膏
vanquishable	可打的
vanquisher	征服者
vaporific	可揮發的
vaporing	吹牛
vaporisation	蒸發
vaporise	使蒸發
vaporiser	蒸餾器
vaporizable	可揮發的
vaporousness	霧朦朧
vapors	抑鬱
vapour	水汽
vapour bath	蒸氣浴
vapourific	可揮發的
vapourisable	可揮發的
vapourish	似蒸汽的
vapourous	透明的
vapourousness	霧朦朧
vapours	抑鬱
var	伏特安培
var.	形狀
varan	班長
variable quantity	變數
variable resistor	可變電阻器
variable star	變數
variableness	變化性
varicoloured	雜色的
variegated	雜色的
varietal wine	變種的
variola major	天花
variola minor	亞天花
variola vaccina	牛痘
variola vaccine	牛痘
variola vaccinia	牛痘
variolar	天花的
variolic	天花的
variorum edition	集註本
varlet	惡棍
varment	流氓
varnished	玷污的
varsity letter	信
varying	變數
vasiform	管狀的
vasodilative	血管擴張劑
vatical	女算命師的
vaticinate	預言
vaticination	預言
vaticinator	預言者
vaulting horse	雄鹿
vaunter	吹牛
vauntingly	誇耀地
veau	小牛肉
vector decomposition	分解
vector sum	結果
veering	轉向
veg	蔬菜
vege out	生長
vegetable garden	蔬菜園
vegetable patch	蔬菜園
vegetable silk	木棉花
vegetable soup	義大利蔬菜濃湯
vegetational	有關植物生長的
vegetive	有關植物生長的
veggie	蔬菜
veiling	薄紗
veinlike	有靜脈的
velar consonant	膜的
vellicate	搔
velours	絲絨
velvet-textured	天鵝絨
velvet bean	發癢黧豆
velvet plant	毛蕊花屬的植物
vena jugularis	頸靜脈
vena portae	入口
vendable	可銷售的
vending	販賣
veneering	鑲飾
venerableness	值得尊敬
venerating	恭敬的
venereal infection	性病
Venetian red	烏賊
vengefully	燃起報復念頭地
vengefulness	惡毒
venous blood system	葉脈的排列
venous blood vessel	血管
venous sinus	竇
vent-hole	通風孔
venthole	通風孔
ventilating system	通風
ventilation system	通風
venting	卸貨
ventricous	大腹便便的
venturer	冒險者
venula	小靜脈
Venus's curse	性病
Venus mercenaria	圓蛤類
verandah	陽臺
verb phrase	謂語
verbal description	描寫
verbal expression	表達
verbalisation	以言語表現
verbalise	以言語表現
verbaliser	說的人
verbalism	表達
verbalizer	說的人
Verbascum thapsus	火炬
verdancy	綠色
veridical	真的
verificatory	旁系親屬
verifying	旁系親屬
vermiculate	有蠕蟲的
vermiculated	蠕蟲的
vermiform process	附錄
vermillion	朱紅
vermillion rockfish	鹹肉的薄片
vermis cerebelli	小腦蚓部
vernier scale	游標
veronal	巴比妥
vers libre	自由詩
versant	山腹
verse form	詩
verse line	韻文
vertical combination	垂直整合
vertical flute	記錄者
verticalness	垂直性
verticillated	輪生的
vertu	藝術品愛好
very fast	很快
very important person	社會地位高的人
very loudly	極強的
very softly	極弱地
vesication	使起水泡或氣泡的
vesiculation	使起水泡或氣泡的
vestibular sense	平衡
veteran soldier	老兵
vexer	揶揄者
vexing	使人十分生氣的
VI	六個
viands	軍需部門
vibe	顫動
vibraharp	鐵琴
vibrating reed	蘆葦
vibrion	弧菌屬
Vicar of Christ	教皇
Viccinium membranaceum	越橘
Viccinium myrtillus	越橘
vice-presidential term	副總統的職位
vicereine	副王
vicious cycle	惡性循環
victimisation	開發
victimise	使犧牲
victimised	使用過的
victimized	使用過的
victuals	軍需部門
Vicugna vicugna	野生駱馬
video display	顯示
video recording	影像
videodisk	影碟
view angle	視角
view as	認為
view finder	發現者
viewgraph	經常費用
viewing	掩護
vigilance man	義務警員
vigour	精力
VII	七
VIII	八字形
vilely	卑鄙的
vilipend	聲明不贊成
villainousness	邪惡
villein	農奴
villoma	乳突淋瘤
vinaceous	葡萄酒的
Vinca minor	桃金娘
Vinca rosea	玉黍螺
vindicated	澄清
vindictively	燃起報復念頭地
vinegarish	產生醋酸的
vinery	葡萄園
vingt-et-un	皮製大酒杯
viniculture	葡萄栽培
vino	葡萄酒
vinyl ether	乙醚
vinyl group	乙烯基
vinyl radical	乙烯基
vinylbenzene	苯乙烯
Viola tricolor hortensis	三色紫羅蘭
violent death	謀殺
violent disorder	亂鬧
violent storm	暴風雨
violent stream	急流
violin bow	提琴弓
Vipera aspis	白楊
Vipera berus	歐洲產的小毒蛇
viraemia	病毒血症
Virginia creeper	忍冬屬植物
Virginia reel	卷軸
viricide	殺濾過性病毒劑
viridity	綠色
virtual storage	虛擬記憶體
vis-a-vis	副本
vis major	優勢
viscera	內臟
visceral pericardium	心外膜
viscidness	黏合
viscose rayon	纖維膠
Viscum album	槲寄生
visible balance	貿易的差額
visible horizon	地平線
visible light	光
visible radiation	光
visibleness	能見
visual acuity	敏銳
visual aphasia	失讀症
visual aspect	外表
visual field	視野
visual image	形象
visual modality	景觀
visual perception	鑒於
visual purple	視紫紅質
visual sensation	視覺
visual sense	景觀
visualisation	形象
visualise	形象
visualiser	視覺型的人
visually challenged	半盲的
visually impaired	半盲的
vital organ	重要器官
vitalisation	賦予生命力
vitalise	賦予生命
vitaliser	賦予生氣者
vitalizer	賦予生氣者
vitalness	不可缺少
vitamin A1	松香油
vitamin B1	硫胺素
vitamin B12	維他命B12
vitamin B2	核黃素
vitamin B6	維生素B6
vitamin Bc	葉酸
vitamin C	維生素C
vitamin D	維他命D2
vitamin E	生育酚
vitamin G	核黃素
vitamin H	維生素H
vitamin K1	維他命K1
vitamin K3	維生素K
vitamin M	葉酸
Vitis rotundifolia	麝香葡萄樹
vitreous silica	石英
vitrified	玻璃質的
vitriolically	溶解性地
viva	口試
viva voce	口試
viz.	即
vizor	遮護
vocalisation	聲音
vocalise	使發聲
vocaliser	歌唱家
vocalism	聲音
vocalizer	歌唱家
vocalizing	歌唱
vocational education	職業訓練
vocative case	呼格
vodoun	伏都教
voice box	喉頭
voice communication	演講
voiced sound	有聲音的
voicelessness	失音
voicemail	語音郵件
voiding	排除
volaille	雞
volary	鳥舍
volatilisable	可揮發的
volatilise	揮發
volcanic crater	火山口
volcanic eruption	爆發
volleyball game	排球
voltaic pile	堆
volte-face	向後轉
volumetrical	體積的
voluminosity	滿
voluted	螺旋狀的
vomit up	嘔吐
vomiting	嘔吐
vomitus	嘔吐
voraciousness	貪吃
vote counter	講話者
voteless	無聲的
voter turnout	投票
vowel rhyme	諧音
vowel sound	母音
vowelise	使發聲
vowelize	使發聲
vox populi	公眾意見
voyeuristical	窺淫狂者的
vulcanisation	硫化
vulcanise	用高溫和硫黃處理
vulcanized fiber	纖維
vulcanology	火山學
vulgarisation	通俗化
vulgarise	使通俗化
vulgarize	使通俗化
vulpecular	狐狸的
vulturine	掠奪的
wackily	愚蠢地
wading bird	跋涉者
wads	大量
wafture	波
wage-earning	工作服的
wage earner	賺錢的人
wage hike	加薪
wage increase	加薪
wage schedule	工資等級表
wagerer	打賭者
wages	報酬
waggishly	愛開玩笑的
waggishness	開玩笑
waggon	四輪馬車
waggoner	貨運馬車車夫
waggonwright	製造運貨馬車者
wagon-lit	鐵路之臥車
wagonwright	製造運貨馬車者
wailing	悲嘆的
wainscoting	壁板
wainscotting	壁板
waist anchor	備用大錨
waistcloth	腰帶
waiter's assistant	餐館工
waiting area	閒逛
waiting line	辮子
wake-robin	延齡草屬植物
wake-up signal	起床號
wakeless	重的
wakening	喚醒
waker	喚醒者
waking up	喚醒
waldmeister	車葉草
walk-in	華爾茲舞
walk-to	能行走的
walk-up apartment	無電梯的#無電梯的公寓
walk about	巡行
walk around	巡行
walk away	離開
walking on air	福佑
walkingstick	手杖
wall bracket	支架
wall hanging	絞死
wall plug	出口
wall socket	出口
walleyed pike	角膜白斑
walloper	特大之物
walloping	崩潰
walnut tree	胡桃
waltz around	華爾茲舞
wamble	搖動
wampumpeag	貝殼串
wandering nerve	迷走神經
wandflower	銀河
wangling	哄騙
wank	手淫
wannabe	懷抱大志者
wannabee	懷抱大志者
wanness	青黑色
wanton away	浪費
war-ridden	好戰的
war advocacy	好戰
war hawk	鷹
war machine	軍隊
war vessel	軍艦
war whoop	作戰時的吶喊
ward-heeler	劈
warehouser	倉庫管理人
warehousing	貯藏
warm-up	預演
warm up	使溫暖
warmheartedness	溫暖
warmness	影響
warning bell	警鐘
warning device	警報
warning light	危險信號
warping	彎曲
warragal	澳洲野犬
warrigal	澳洲野犬
warriorlike	軍人的
wartlike	疣的
wash-hand basin	臉盆
wash-hand stand	盥洗臺
wash drawing	洗
wash off	洗
wash out	洗
wash room	方便
wash up	排氣
washables	洗衣店
washed-out	耗盡的
washerman	洗衣男工
washing soda	碳酸鈉
washup	沐浴
waste-paper basket	廢紙簍
waste-yard	垃圾場
waste basket	廢紙簍
waste material	廢物
waste matter	廢物
waste one's time	流浪漢
waste pipe	排水溝
waste product	廢物
wastebin	垃圾桶
wastewater	流出物
wasteweir	溢洪道
wasteyard	垃圾場
wasting away	萎縮
wasting disease	消費
watch bracelet	錶帶
watch crystal	水晶
watch glass	水晶
watch over	注視
watch pocket	表袋
watching	觀察
watchstrap	錶帶
water-color	水彩
water-colour	水彩
water-washed	洗過的
water company	供水系統
water dragon	西洋櫻草
water faucet	輕拍
water finder	探礦者
water flea	獨眼巨人
water fountain	自動飲水器
water gage	玻璃酒杯
water gauge	玻璃酒杯
water hen	秧雞
water ice	冰
water line	水位
water moccasin	百步蛇
water ouzel	浸染工人
water ox	水牛
water parting	分水嶺
water pill	利尿劑
water pistol	玩具水槍
water scooter	速可達
water shamrock	睡菜
water spirit	水中女仙
water sport	水上運動
water sprite	水中女仙
water table	水位
water tap	輕拍
water travel	航海業
water vapour	水蒸汽
water witch	探礦者
waterbird	水鳥
watercolour	水彩
watered-silk	雲紋綢
waterfinder	探礦者
wateriness	沾滿污泥
watering hole	礦泉
watering place	礦泉
watering pot	噴壺
waterless	乾燥的
waterlessness	乾燥
waterline	水位
waterman	船夫
watermelon-shaped	扁長的
watermelon vine	西瓜
waterproofed	防水的
waterproofing	獵捕海豹業
waterscape	海景
watery-eyed	哭泣的
watt second	焦耳
